article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article782086447,203,"If we do not oppose evil, we tacitly feed it.",40728,40773,1,"Loaded Language, Name Calling"
article782086447,204,"We need to intervene where evil is spreading; for evil spreads where daring Christians who oppose evil with good are lacking.” If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.",40774,41180,1,"Loaded Language, Name Calling"
article782086447,205,"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.",41181,41330,1,"Loaded Language, Name Calling"
article782086447,206,And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!,41331,41444,1,"Loaded Language, Name Calling"
article782086447,209,"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.",41676,41981,1,General Persuasion
article782086447,215,"Let us all renew faith in the Church our Mother: “I believe in one, holy, catholic and apostolic Church!”
Christ will never abandon His Church!",42614,42757,1,Exaggeration
article782149225,11,"Khecharem predicted that “this will happen, of course, after the elimination of the filthy Jewish entity, and after liberation of the lands under direct colonization, like Kashmir and others.”
If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.",1650,2105,1,"Loaded Language, Fear Appeal, Exaggeration"
article782149225,23,"As the jihadis move against non-Muslim states without any letup, pause, period of coexistence, period of tolerance, reformation, or reconsideration, there never appears any force of Muslims to oppose them.",3936,4141,1,Exaggeration
article782149225,24,"While it is undoubtedly true that not all Muslims in any given age have ever waged jihad, there has never been in Islamic history an Islamic entity or organization that was opposed to waging jihad and dedicated to stopping those who were waging it.",4142,4390,1,Exaggeration
article782149225,26,"Islamic groups in the West issue pro-forma condemnations after every jihad terror attack, but are doing little or nothing to try to prevent the next one.",4407,4560,1,Fear Appeal
article782149225,30,"Instead, if they have taken any notice of him at all, which is unlikely, they have dismissed him as an “extremist.”
They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities.",4957,5208,1,Exaggeration
article783702663,1,"This article was first written to address the neo-Catholic commentator Massimo Faggioli’s attempt , following the Pennsylvania grand jury report and the fall of ex-Cardinal Theodore McCarrick, to minimize the homosexual crisis in the Church and blunt the correlative rise of what he derides as “neo-traditionalism.” As my piece was about to go to press, however, EWTN’s National Catholic Register broke the explosive story on the written testimony of Archbishop Carlo Maria Viganò , former apostolic nuncio to the United States (2011 to 2016).",483,1026,1,"Loaded Language, Fear Appeal"
article783702663,2,Faggioli’s propaganda piece now becomes merely illustrative of the points to be made here in light of this astonishing and indeed providential development.,1027,1182,1,General Persuasion
article783702663,7,"As to Bergoglio in particular, he courageously states openly the truth that so many of his brethren know but fear to speak in public:
I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.",2563,3114,1,Fear Appeal
article783702663,9,"If we do not oppose evil, we tacitly feed it.",3259,3304,1,"Loaded Language, Name Calling"
article783702663,10,"We need to intervene where evil is spreading; for evil spreads where daring Christians who oppose evil with good are lacking.” [emphasis in original] If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.",3305,3734,1,"Loaded Language, Name Calling"
article783702663,11,"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.",3735,3884,1,"Loaded Language, Name Calling"
article783702663,12,And how many other evil pastors is Francis still continuing to prop up in their active destruction of the Church!,3885,3998,1,"Loaded Language, Name Calling"
article783702663,15,"In this extremely dramatic moment for the universal Church, he must acknowledge his mistakes and, in keeping with the proclaimed principle of zero tolerance, Pope Francis must be the first to set a good example for cardinals and bishops who covered up McCarrick’s abuses and resign along with all of them.",4244,4549,1,General Persuasion
article783702663,18,"With Viganò’s testimony, the widespread homosexual infiltration of the post-Vatican II hierarchy, from the top on down, now emerges mountainously into view, never to be buried again.",4968,5150,1,Exaggeration
article783702663,20,"Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a debacle without equal in Church history, even considering the Arian crisis of the 4th century.",5414,5679,1,"Loaded Language, Fear Appeal"
article783702663,21,"Those “reforms” included abandonment of the Vatican’s strict pre-conciliar instruction (1961) that “advancement to religious vows and ordination should be barred to those who are afflicted with evil tendencies to homosexuality or pederasty, since for them the common life and the priestly ministry would constitute serious dangers.” Today, neo-Catholic commentators, cowed by the demands of political correctness, refuse to state the simple truth that homosexuality is a perversion that precludes ordination as does any other grave psychological disorder.",5680,6235,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,25,"Only hours after Viganò’s sworn testimony appeared online, the professional Catholic dissident Sean Michael Winters, writing for National Catholic Reporter, smeared the former Apostolic Nuncio to the United States, who holds doctorates in both civil and canon law, as “a trafficker in conspiracy theories who mixes fact, fiction and venom,” “more than a little obsessed with homosexuality”—like Oliver Stone, who “was obsessed with the grassy knoll”—“a disgruntled former employee” and “always a crackpot.” Without addressing the merits, Winters dismissed Archbishop Viganò’s “wild claims” about bishops who are “subverting Catholic doctrine on homosexuality” and accused the Archbishop, along with unnamed other bishops and archbishops, of “speak[ing] about gay people with such hatred…”
Winters issues the dire warning that “A putsch is afoot and if the U.S. bishops do not, as a body, stand up to defend the Holy Father in the next 24 hours, we shall be slipping towards schism long before the bishops’ meeting in November.",6622,7648,1,Exaggeration
article783702663,26,"The enemies of Francis have declared war.” Notice that for Winters it is not the Church or the integrity of her doctrine and discipline that must be defended against enemies, but only Bergoglio and the regime of novelty he is leading to its final extremity.",7649,7906,1,General Persuasion
article783702663,29,"), that he “has a history” of “innuendo and conspiracy theories” (a gratuitous assertion unsupported by evidence of falsity), that he allegedly quashed an investigation of Archbishop John Nienstedt and ordered evidence destroyed (an allegation Viganò has immediately and categorically denied with conclusive supporting documents, but in any event a tuo quoque fallacy) and that Allen has “the impression that all this was orchestrated with a political agenda in mind” (the same “conspiracy theory” mentality he gratuitously attributes to Viganò).",8306,8852,1,"Loaded Language, Fear Appeal"
article783702663,34,"Yet, making no attempt to refute Viganò’s account on the merits, he tries to wave it all aside with his usual mode of argument—puerile mockery: “But at present, the eagerness of the Greatest Catholics of All Time to believe and repeat everything their itching ears want to hear about this Pope whose living guts they have hated from the moment of his election only tells in his favor, not against it.” Shea’s ever-expanding opus of digital invective never seems to rise above this sort of crude ad hominem attack: Well, if those people believe it, it can’t be true.",9254,9819,1,"Fear Appeal, Exaggeration"
article783702663,35,"The neo-Catholic propaganda mill will have a very difficult time smearing this witness, however.",9820,9916,1,General Persuasion
article783702663,39,"- Bishop Thomas Olmsted of Phoenix, Arizona, issued a statement affirming that he has known Viganò for 39 years, has “always known and respected him as a man of truthfulness, faith and integrity” and that his testimony should “be taken seriously by all…”
- Archbishop Allen Vigneron of Detroit, Michigan issued a statement calling Viganò’s account “another daunting challenge to our confidence in the reliability of the Church’s leadership, during a summer of devastating news regarding clergy sexual abuse and infidelity.” (The statement has since apparently been scrubbed from the diocesan website.)",10643,11244,1,Exaggeration
article783702663,41,"There is, therefore, no reasonable and plausible cause to doubt the truth content of the document of Archbishop Carlo Maria Viganò.”
- Cardinal Raymond Burke’s statement declares: “The declarations made by a prelate of the authority of Archbishop Carlo Maria Viganò must be totally taken to heart by those responsible in the Church.”
- [And just two days ago, Archbishop Salvatore Cordileone of San Francisco wrote a letter to his faithful which ""speaks to Vigano's integrity and sincere love of the Church.""]",11371,11880,1,Exaggeration
article783702663,42,"In another setback for the propaganda machine gearing up to impeach Viganò’s testimony, the Catholic Herald has just reported that Cardinal Wuerl must have known full well from Viganò himself that McCarrick was under Pope Benedict’s papal sanctions on account of his sexual misconduct because, as an Archdiocesan spokesman now confirms, at Viganò’s request as then papal nuncio Wuerl had to cancel a public appearance by McCarrick not long before Bergoglio’s election.",11881,12349,1,General Persuasion
article783702663,69,"He corrupted generations of seminarians and priests and Pope Benedict ordered him to withdraw to a life of prayer and penance.” The Pope did not make the slightest comment about those very grave words of mine and did not show any expression of surprise on his face, as if he had already known the matter for some time, and he immediately changed the subject.",17894,18252,1,"Loaded Language, Name Calling"
article783702663,73,"Although he knew that he was a corrupt man, he covered for him to the bitter end; indeed, he made McCarrick’s advice his own, which was certainly not inspired by sound intentions and for love of the Church.",18728,18934,1,"Loaded Language, Name Calling"
article783702663,81,He is the very exemplar of the crisis we must still endure….,20296,20356,1,"Loaded Language, Fear Appeal"
article783702663,82,"Let the thing die of its own excesses, for as the “little synod” [the 2002 “pedophile summit”] demonstrates, the men who control this establishment will never restore it to anything resembling the vibrant Church that a long line of militant, uncompromising Popes delivered into their hands at Vatican II.",20357,20661,1,Exaggeration
article783702663,85,We must no longer subsidize the malpractice of the architects of ruin.,21246,21316,1,General Persuasion
article783702663,86,Nor must we join the neo-Catholics in their mindless applause when one of these incompetents attempts to repoint a brick or two in the crumbling façade they have erected to obscure the Church of old.,21317,21516,1,General Persuasion
article783702663,87,"As for William (“nighty-night baby!”) Tobin, after McCarrick had arranged for him to become Archbishop of Newark, Tobin, another episcopal booster of Martin’s pro-homosexual propaganda, promptly sponsored a “gay pilgrimage” to his cathedral in Newark.",21517,21768,1,General Persuasion
article783702663,92,"As Viganò notes, it was Bergoglio who made Martin a “Consultor of the Secretariat for Communications,” even though he is a “well-known activist who promotes the LGBT agenda, chosen to corrupt the young people who will soon gather in Dublin for the World Meeting of Families…”
“Father” Martin now confidently declares, sixteen years after the “pedophile summit,” that “The idea of a purge of gay priests is both ridiculous and dangerous.",23237,23673,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,94,"A Worldwide Network of Corruption, Beginning at the Top
None of the foregoing is meant to suggest that the homosexual invasion of the Catholic hierarchy is confined to American prelates and priests.",24158,24356,1,"Loaded Language, Name Calling"
article783702663,98,"When an apostolic visitation, compelled by mounting public pressure, confirmed the charges against Pineda, he was forced to resign, even as Maradiaga dismissed the incontestable proofs against him as “slander.” Viganò notes that “the only thing that has been made public is that his resignation has simply been accepted, thus making any possible responsibility of his and Maradiaga vanish into nowhere.”
Despite the fall of his friend Pineda, Maradiaga continues todefend and protect the homosexual corruption of his own seminary, involving incontrovertible evidence of rampant sodomy among the seminarians he refuses to dismiss, rejecting all the evidence as “gossip.” Concerning Maradiaga, who is also mired in financial corruption for which he offers no credible explanation, Viganò provides this withering assessment of the man and his relation to Bergoglio:
In a team effort with Cardinal Rodriguez Maradiaga, [McCarrick] had become the kingmaker for appointments in the Curia and the United States, and the most listened to advisor in the Vatican for relations with the Obama administration.",24975,26072,1,"Loaded Language, Name Calling"
article783702663,100,"With these appointments the Nunciature in Washington was now out of the picture in the appointment of bishops….. By now the faithful have well understood Maradiaga’s strategy: insult the victims to save himself, lie to the bitter end to cover up a chasm of abuses of power, of mismanagement in the administration of Church property, and of financial disasters even against close friends, as in the case of the Ambassador of Honduras Alejandro Valladares, former Dean of the Diplomatic Corps to the Holy See….",26261,26769,1,Loaded Language
article783702663,104,"On the very day Archbishop Viganò’s testimony was made public, Sandro Magister summed up the entire state of affairs in the Church universal after decades of unrestricted homosexual migration into the hierarchy, to which Bergoglio has contributed mightily: “From the seminaries, to the clergy, to the bishops, to the cardinals, homosexuals are present at all levels, by the thousand.”
Archbishop Viganò now provides his own decisive summary of the situation, based on firsthand experience with a now endemic homosexual corruption of the Church:
Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",27343,28127,1,"Loaded Language, Name Calling"
article783702663,105,"The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.",28128,28500,1,General Persuasion
article783702663,106,"[emphasis added]
Defending the Council by Defending the Homosexual Status Quo
At this moment, the entire Novus Ordo regime of novelty is threatened with collapse on account of its homosexual corruption, and voices throughout the Catholic world are now echoing Archbishop Viganò’s call for Bergoglio’s resignation, including Laura Ingraham: “Too little, too late from Pope Francis in Ireland.",28501,28892,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,108,"Time for the laity to demand a new Shepherd.” Even Michael Voris, in a highly amusing example of leading from behind, has finally abandoned his absurd refusal to criticize this pontificate and now declares with a screaming headline: “Pope Francis Must Resign.”
Nearly three years ago, seeing what was certainly coming on the disastrous course Bergoglio had already clearly established, this newspaper published a petition which states: “We your subjects respectfully petition Your Holiness to change course for the good of the Church and the welfare of souls.",28931,29490,1,General Persuasion
article783702663,109,"Failing this, would it not be better for Your Holiness to renounce the Petrine office than to preside over what threatens to be a catastrophic compromise of the Church’s integrity?” Our petition was of course dismissed as “ridiculous” by the neo-Catholic commentariat.",29491,29759,1,"Loaded Language, Fear Appeal"
article783702663,113,"Faggioli fretted that “[t]he abuse scandal and delegitimization of the episcopate has created a great power vacuum in the Church” that could be filled by the “neo-traditionalist Catholicism of the younger generations of American Catholics” who “attack American bishops and cardinals close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...”
For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.",30232,30901,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,115,"Except whenever he pleases, as we have seen again and again with the conservative bishops and even Cardinals (Burke and Müller) he has sacked because their conservatism offended him or one of his friends, prompting even Crux to ask: “Does Pope Francis have an enemies list?” Then again, Francis even obtained the removal of his own “trusted counselor” McCarrick from the College of Cardinals, albeit only when forced to act due to worldwide condemnation in the media.",31077,31544,1,Exaggeration
article783702663,118,"Wuerl, says Faggioli, “faces a complex situation: on the one hand Wuerl was not afraid of clashing with the tribunal over the Apostolic Signatura in the Vatican which wanted to readmit a priest from the Pittsburgh diocese to ministry… while in other cases he seems to have collaborated in covering up some cases… It is a very difficult position also because Wuerl became a symbol… beyond the specific accusations against him, from which he could not publicly defend himself.”
In other words, because his situation is “complex” Wuerl, unlike McCarrick, should remain a cardinal and the Archbishop of Washington, DC, thus maintaining a key bulwark against the “neo-traditionalist” threat.",32274,32960,1,"Loaded Language, Fear Appeal"
article783702663,137,"Rather, what he views with alarm as an “essential element” of the context in which Wuerl operates is that “scandals are also the opportunity for the neo-traditionalist Catholicism of the younger generations of American Catholics to attack American bishops and cardinals close to Pope Francis….” Better a thousand septuagenarian Wuerls in their lavish sties of corruption, financed by the faithful, than a single, young neo-traditionalist prelate!",35369,35815,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,141,"They interpret the current abuse crisis as fruit of the mistakes of the Council itself and not only of the post-Council…”
Just as Faggioli fears, many in the up-and-coming generation of Catholic clergy and laity recognize the obvious: that the conciliar texts, for all their prolix repetition of traditional teaching, opened the way to ecclesial disaster.",36330,36685,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,143,"To quote Paul VI, then in the depths of his conciliar delirium at the Council’s close:
But one must realize that this council, which exposed itself to human judgment, insisted very much more upon this pleasant side of man, rather than on his unpleasant one.",37170,37427,1,Name Calling
article783702663,148,"[emphasis added]
Thus did Paul describe the conciliar “opening to the world” through which the world promptly invaded the Church, including large numbers of homosexuals who should never have been admitted to the seminary.",37857,38078,1,"Name Calling, Exaggeration"
article783702663,149,"In sum, Faggioli is representative of the thinking that requires defense of a homosexualized clergy if only for the reason that tradition-minded Catholics cannot be allowed to take their place: “This neo-traditionalist Catholicism believes that sexual abuses are committed only by homosexual clergy… and that the crisis of abuse can be resolved by a kind of Catholic Jacobinism that should eliminate all bishops and priests minimally engaged in dialogue with modern culture, and replaced by a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages and the rejection of a Church-world relationship based on a principle of reality.”
Rather than “young clergy marked by personal sanctity,” the neo-Catholic mentality Faggioli exemplifies prefers that homosexual priests and bishops be kept in place in order to continue the “dialogue with modern culture.” It is not the integrity of the Faith that matters but only perpetuation of the post-conciliar regime of novelty.",38079,39083,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,150,Any abandonment of the regime must be viewed as ecclesiastical treason—“Catholic Jacobinism”—if not criminal activity.,39084,39202,1,Name Calling
article783702663,152,"“Homosexuality in the clergy exists and is a matter that must be addressed,” Faggioli fleetingly acknowledges toward the end of his piece, “but the abuse crisis cannot be resolved by making homosexuals within the Church the scapegoat of a scandal that has ancient roots, well before Vatican Council II.” And how does the Church “address” a massive infestation by homosexual priests and prelates without removing them from authority and ensuring that they cannot promote homosexual successors for generation after generation?",39396,39920,1,"Loaded Language, Fear Appeal"
article783702663,153,Faggioli has no answer because what he is really arguing—the final beachhead of the neo-Catholic defense of their disintegrating regime—is that homosexuals in the hierarchy must remain in authority as an indispensable seawall against a “neo-traditionalist” storm surge.,39921,40190,1,General Persuasion
article783702663,154,Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority.,40191,40387,1,Exaggeration
article783702663,156,"Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department.",40422,40630,1,"Loaded Language, Name Calling"
article783702663,157,"For people like Faggioli, indeed for the tradition-hating Pope they blindly defend, the one thing to be feared is that more and more faithful will recognize the neo-Catholic polemic for what it is—a fraud—and begin demanding a return of everything the regime of novelty has stolen from the life of the Church.",40631,40940,1,Fear Appeal
article783702663,160,A return to integral Tradition is the threat that Faggioli sees as coming particularly from the young.,41545,41647,1,"Loaded Language, Fear Appeal"
article783702663,161,"Irony of ironies, he is now reduced to defending what is old and tired and corrupt against a restoration, led largely by a youthful vanguard, of what is ever ancient but ever new.",41648,41827,1,"Loaded Language, Name Calling"
article783702663,163,"Conclusion: The Fatima Connection
Long before the arrival of Bergoglio in Rome, the successive Vatican Secretaries of State, Angelo Sodano and Tarcisio Bertone, were instrumental in advancing the homosexual corruption of the Novus Ordo establishment.",41977,42227,1,"Loaded Language, Name Calling"
article783702663,173,"It is no coincidence that, as I detail in my book on the Third Secret of Fatima, Sodano and Bertone have also taken the leading role in suppressing the integral Secret and reducing the Message of Fatima in general to a generic prescription for personal piety, stripped of its prophetic and admonitory content regarding the epochal malfeasance and corruption of the upper hierarchy to which they belong.",43893,44295,1,"Loaded Language, Name Calling"
article783702663,183,"And the truth about our situation is revealed in that still-hidden part of the Secret to whose contents Pope Benedict alluded during his pilgrimage to Fatima in 2010, identifying elements that do not appear at all in the obscure vision published back in 2000, which Sodano and Bertone tried to pass of as the entirety of the Secret at the same time they were covering up homosexual corruption in high places:
As for the new things which we can find in this message today, there is also the fact that attacks on the Pope and the Church come not only from without, but the sufferings of the Church come precisely from within the Church, from the sin existing within the Church.",45550,46225,1,"Loaded Language, Fear Appeal, Name Calling"
article783702663,184,"This too is something that we have always known, but today we are seeing it in a really terrifying way: that the greatest persecution of the Church comes not from her enemies without, but arises from sin within the Church, and that the Church thus has a deep need to relearn penance, to accept purification, to learn forgiveness on the one hand, but also the need for justice.",46226,46602,1,Exaggeration
article783702663,187,"This will be a final victory over the enemies within and their apologists, such as Faggioli, who, in typical neo-Catholic style, imperiously scoffs at the notion of “a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages” and busies himself defending an unsalvageable mass of corruption he dares to describe as “a Church-world relationship based on a principle of reality.”
I can only conclude by making my own these closing words of Archbishop Viganò:",46979,47472,1,"Loaded Language, Name Calling"
article785801366,1,"Editors’ note: In light of the skyrocketing phenomenon of Muslim migrants stabbing unbelievers in random stabbing sprees in Europe, as well as the calculated denial that leaders, authorities and media are enforcing about it, Frontpage has deemed it important to bring attention to the crucial steps America and the West must take to robustly confront the unceasing onslaught by Jihad and its leftist enablers.",151,560,1,General Persuasion
article785801366,4,"Frontpage is most confident that the suggested steps below will continue to be the overall focus of the new administration -- which, thankfully, is now taking many of the crucial and constructive steps vis-à-vis our enemy.",933,1155,1,Name Calling
article785801366,5,"We find the article more relevant and urgent than ever due to the 17th anniversary of 9/11 approaching tomorrow:
*
9 Steps to Successfully Counter Jihad.",1156,1309,1,General Persuasion
article785801366,8,Label the Enemy and Make a Threat Assessment.,1873,1918,1,"Loaded Language, Fear Appeal, Name Calling"
article785801366,9,"The Obama administration continues to refuse to label our enemy and, therefore, it continues to enable our defeat in the terror war.",1919,2051,1,Name Calling
article785801366,10,It is urgent that we name our enemy (i.e.,2052,2093,1,Name Calling
article785801366,11,Islamic Jihad) and definitively identify what ideology inspires our enemy (i.e.,2094,2173,1,Name Calling
article785801366,16,"On the other hand, this focus allows the administration to perpetuate the destructive fantasy that there are other types of “extremists” — who just happen to be the Left’s political opponents — that pose a great threat to the country.",2470,2704,1,"Loaded Language, Fear Appeal"
article785801366,17,"For example, as Stephen Coughlin has revealed, the “violent extremists” the administration is clearly worried about are the “right-wing Islamophobes” whom the administration obviously considers to be the real threat to American security.",2705,2942,1,"Loaded Language, Fear Appeal"
article785801366,22,"The Muslim Brotherhood document, the Explanatory Memorandum, has made it clear that the Brotherhood’s objective is to destroy our civilization from within by our own hands with the influence of these groups.",3217,3424,1,"Loaded Language, Fear Appeal"
article785801366,26,"After discarding the “Countering Violent Extremism” absurdity, a concrete Counter-Jihad strategy must become an official policy.",3664,3792,1,General Persuasion
article785801366,27,It must specifically register that Jihadists are the enemies and that Islamic law (Sharia) is what specifically motivates them.,3793,3920,1,General Persuasion
article785801366,28,"Most importantly, as Sebastian Gorka urges in Defeating Jihad: The Winnable War, the government needs to lay down a vision, an actual “threat doctrine analysis” in a thorough document, just like George Kennan’s Long Telegram and NSC-68 did in laying out the strategic foundation to fighting communism in the Cold War.",3921,4238,1,"Loaded Language, Fear Appeal"
article785801366,31,Launch Our Own Counter-propaganda Campaign.,4432,4475,1,General Persuasion
article785801366,32,The Left and Islamists engage in propaganda 24/7.,4476,4525,1,General Persuasion
article785801366,33,What does our propaganda war entail?,4526,4562,1,General Persuasion
article785801366,35,"Sebastian Gorka is crucially correct, therefore, when he recommends a national counter-propaganda campaign that involves a two-part approach: the first being the bolstering of efforts to define our enemy (Steps #1 and #4 above) and, second, the strengthening of our allies and partners in their own counter-propaganda efforts – which must include our empowering of Muslims who are trying to form an anti-Jihadist version of Islam.",4570,5000,1,Name Calling
article785801366,37,These programs must crystallize what exactly Islamic Law is and how it inspires and sanctions violence against unbelievers.,5164,5287,1,General Persuasion
article785801366,38,"This has to also involve, as Gorka urges, “a nationwide program of education that includes the armed services as well as federal, state, and local police forces and the intelligence community.”
The education campaign must also focus on the second part of Gorka’s counter-propaganda campaign, which is to help strengthen Muslims who seek to seize Islam from the jihadists’ hands.",5288,5666,1,General Persuasion
article785801366,41,"Once the truth is accepted that jihadis are inspired and sanctioned by their Islamic texts, it must logically become required that mosques, Islamic schools and groups have to immediately curtail any teaching that motivates sedition, violence, and hatred of unbelievers (i.e.",5733,6007,1,General Persuasion
article785801366,43,"Indeed, once the government discerns and labels the elements of Islamic law that threaten the American Constitution, any preaching and spreading of those elements in America must be labelled as seditious.",6067,6271,1,"Loaded Language, Fear Appeal"
article785801366,49,(This will be a part of Gorka’s suggested counter-propaganda campaign discussed in Step #5).,6822,6914,1,General Persuasion
article785801366,56,The government must also bring in brave Muslim individuals who genuinely reject Jihad and empower them in propagating their anti-jihadist vision for Islam.,7688,7843,1,General Persuasion
article785801366,62,Ridicule the Enemy.,8140,8159,1,Name Calling
article785801366,66,American comedians need to start writing scripts that follow in Maher’s footsteps and Americans need to encourage and equip them to do so – and to also vigorously defend them from the attacks and slanders they will inevitably receive from totalitarian leftist and Islamic forces.,8584,8863,1,Fear Appeal
article785801366,67,We must never underestimate the crippling effect of comedy on the totalitarian Mullahs of the world.,8864,8964,1,Exaggeration
article785801366,68,"Indeed, the contemptuous, snickering and roaring laughter of people, as they gaze at the pathetic rules and lives of Sharia’s gatekeepers, poses a danger to tyrants like no other.",8965,9144,1,"Loaded Language, Fear Appeal"
article786250729,7,We never anticipated that 29% of Latinos would vote for Trump.,1832,1894,1,Exaggeration
article786344683,10,We never anticipated that 29% of Latinos would vote for Trump.,2145,2207,1,Exaggeration
article786527921,34,"Carlson cited Dr. Robert Epstein, a social scientist and an expert on Google, who has said, in Carlson’s words, “Google alone could determine the outcome of almost any election just by altering its search selections and we would never know it.”
Epstein has published research detailing how Google could influence the results of U.S. elections.",5134,5477,1,Exaggeration
article786527921,60,“We never anticipated that 29% of Latinos would vote for Trump.,9795,9858,1,Exaggeration
article786527921,87,"Another said, ‘I’ve never cried after an election until last night.’ Same here.",13916,13995,1,Exaggeration
article786731884,0,Facebook Bans Outline to Stop Jihadi Attacks on Americans.,0,58,1,Fear Appeal
article786731884,6,The social-media company has told author and commentator Jamie Glazov that their standards forbid his article about how to prevent jihadi attacks on Americans.,731,890,1,Fear Appeal
article786731884,7,"It’s all about Glazov’s new book, “Jihadist Psychopath: How He Is Charming, Seducing, and Devouring Us.”
At FrontPage Magazine, where he is editor, he had posted “9 Steps to Successfully Counter Jihad,” which included recommendations such as “Label the enemy and make a threat assessment” and “Stop ‘partnering’ with Muslim Brotherhood front groups.”
That apparently was too much for Facebook, which declared “only you can see this post” because it “goes against our Community Standards.”
He was suspended from Facebook for 30 days on Sept. 11, the anniversary of the Islamic jihadist attack on America that killed nearly 3,000.",891,1519,1,"Loaded Language, Fear Appeal, Name Calling"
article786731884,9,"It is no surprise, therefore, that Frontpage’s editor, and host of ‘The Glazov Gang,’ was suspended from Facebook for 30 days yesterday, on September 11, after posting his article, ‘9 Steps to Successfully Counter Jihad.’ Glazov believed that the article was more relevant and urgent than ever due to the skyrocketing jihadist stabbings in Europe — and to the 17th anniversary of 9/11 that was approaching the next day.",1790,2209,1,General Persuasion
article786731884,10,The report said it appears “that daring to give suggestions on how our civilization can stop jihadist attacks and another 9/11 is against Facebook’s ‘community standards.,2210,2380,1,Fear Appeal
article786731884,13,The report recalls that Facebook censored Glazov in April for posting screenshots of a Muslim’s threat to him.,2917,3027,1,"Loaded Language, Fear Appeal"
article786731884,17,"Facebook also refused to respond to Glazov’s inquiry about “what it is specifically that violates Facebook’s ‘community standards’ when a person gives advice on how to best defend American lives from jihad.”
Glazov has written about the subject in previous books, including “High Noon for America: The Coming Showdown” and “United in Hate.”
In his “9 Steps” article, he points out that the Obama administration was “cooperating with, and listening to, Muslim Brotherhood front groups such as CAIR and ISNA.”
The government needs, he said, to “implement a concrete ‘countering-jihad’ strategy.”
And he said it needs to affirm “Shariah’s assault on the U.S. Constitution as seditious.”
A last key point, the said, is to ridicule the enemy.",3488,4225,1,Name Calling
article786731884,21,American comedians need to start writing scripts that follow in Maher’s footsteps and Americans need to encourage and equip them to do so – and to also vigorously defend them from the attacks and slanders they will inevitably receive from totalitarian leftist and Islamic forces.,4651,4930,1,Fear Appeal
article786919720,34,"Now, that would be something to really look into, but not with the corrupt DOJ and FBI we currently have.",4596,4701,1,"Loaded Language, Name Calling"
article787002327,5,"While it is a positive development that Facebook has lifted the ban on Jamie (for now), this story is crucial to amplify now more than ever, seeing that Facebook, and all of leftist-run social media, is, at this moment, clearly accelerating its totalitarian attack on the free speech of conservatives.",1021,1322,1,Fear Appeal
