article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article782086447,50,"I believe it was due to the Pope’s first collaborator at the time, Cardinal Tarcisio Bertone, who notoriously favored promoting homosexuals into positions of responsibility, and was accustomed to managing the information he thought appropriate to convey to the Pope.",11894,12160,0,None,0
article782086447,51,"In any case, what is certain is that Pope Benedict imposed the above canonical sanctions on McCarrick and that they were communicated to him by the Apostolic Nuncio to the United States, Pietro Sambi.",12161,12361,0,None,0
article782086447,52,"Monsignor Jean-François Lantheaume, then first Counsellor of the Nunciature in Washington and Chargé d'Affaires a.i.",12362,12478,0,None,0
article782086447,53,"after the unexpected death of Nuncio Sambi in Baltimore, told me when I arrived in Washington — and he is ready to testify to it— about a stormy conversation, lasting over an hour, that Nuncio Sambi had with Cardinal McCarrick whom he had summoned to the Nunciature.",12479,12745,0,None,0
article782086447,54,"Monsignor Lantheaume told me that “the Nuncio’s voice could be heard all the way out in the corridor.”
Pope Benedict’s same dispositions were then also communicated to me by the new Prefect of the Congregation for Bishops, Cardinal Marc Ouellet, in November 2011, in a conversation before my departure for Washington, and were included among the instructions of the same Congregation to the new Nuncio.",12746,13148,0,None,0
article782086447,55,"In turn, I repeated them to Cardinal McCarrick at my first meeting with him at the Nunciature.",13149,13243,0,None,0
article782086447,56,"The Cardinal, muttering in a barely comprehensible way, admitted that he had perhaps made the mistake of sleeping in the same bed with some seminarians at his beach house, but he said this as if it had no importance.",13244,13460,0,None,0
article782086447,57,"The faithful insistently wonder how it was possible for him to be appointed to Washington, and as Cardinal, and they have every right to know who knew, and who covered up his grave misdeeds.",13461,13651,0,None,0
article782086447,58,"It is therefore my duty to reveal what I know about this, beginning with the Roman Curia.",13652,13741,0,None,0
article782086447,59,Cardinal Angelo Sodano was Secretary of State until September 2006: all information was communicated to him.,13742,13850,0,None,0
article782086447,60,"In November 2000, Nunzio Montalvo sent him his report, passing on to him the aforementioned letter from Father Boniface Ramsey in which he denounced the serious abuses committed by McCarrick.",13851,14042,0,None,0
article782086447,61,It is known that Sodano tried to cover up the Father Maciel scandal to the end.,14043,14122,0,None,0
article782086447,62,"He even removed the Nuncio in Mexico City, Justo Mullor, who refused to be an accomplice in his scheme to cover Maciel, and in his place appointed Sandri, then-Nuncio to Venezuela, who was willing to collaborate in the cover-up.",14123,14351,0,None,0
article782086447,63,"Sodano even went so far as to issue a statement to the Vatican press office in which a falsehood was affirmed, that is, that Pope Benedict had decided that the Maciel case should be considered closed.",14352,14552,0,None,0
article782086447,64,"Benedict reacted, despite Sodano’s strenuous defense, and Maciel was found guilty and irrevocably condemned.",14553,14661,0,None,0
article782086447,65,"Was McCarrick’s appointment to Washington and as Cardinal the work of Sodano, when John Paul II was already very ill?",14662,14779,0,None,0
article782086447,66,We are not given to know.,14780,14805,0,None,0
article782086447,67,"However, it is legitimate to think so, but I do not think he was the only one responsible for this.",14806,14905,0,None,0
article782086447,68,"McCarrick frequently went to Rome and made friends everywhere, at all levels of the Curia.",14906,14996,0,None,0
article782086447,69,"If Sodano had protected Maciel, as seems certain, there is no reason why he wouldn’t have done so for McCarrick, who according to many had the financial means to influence decisions.",14997,15179,0,None,0
article782086447,70,"His nomination to Washington was opposed by then-Prefect of the Congregation for Bishops, Cardinal Giovanni Battista Re.",15180,15300,0,None,0
article782086447,71,"At the Nunciature in Washington there is a note, written in his hand, in which Cardinal Re disassociates himself from the appointment and states that McCarrick was 14th on the list for Washington.",15301,15497,0,None,0
article782086447,72,"Nuncio Sambi’s report, with all the attachments, was sent to Cardinal Tarcisio Bertone, as Secretary of State.",15498,15608,0,None,0
article782086447,73,"My two above-mentioned memos of December 6, 2006 and May 25, 2008, were also presumably handed over to him by the Substitute.",15609,15734,0,None,0
article782086447,74,"As already mentioned, the Cardinal had no difficulty in insistently presenting for the episcopate candidates known to be active homosexuals — I cite only the well-known case of Vincenzo de Mauro, who was appointed Archbishop-Bishop of Vigevano and later removed because he was undermining his seminarians — and in filtering and manipulating the information he conveyed to Pope Benedict.",15735,16121,0,None,0
article782086447,75,"Cardinal Pietro Parolin, the current Secretary of State, was also complicit in covering up the misdeeds of McCarrick who had, after the election of Pope Francis, boasted openly of his travels and missions to various continents.",16122,16349,0,None,0
article782086447,76,"In April 2014, the Washington Times had a front page report on McCarrick’s trip to the Central African Republic, and on behalf of the State Department no less.",16350,16509,0,None,0
article782086447,77,"As Nuncio to Washington, I wrote to Cardinal Parolin asking him if the sanctions imposed on McCarrick by Pope Benedict were still valid.",16510,16646,0,None,0
article782086447,78,Ça va sans dire that my letter never received any reply!,16647,16703,1,Exaggeration,40
article782086447,79,"The same can be said for Cardinal William Levada, former Prefect of the Congregation for the Doctrine of the Faith, for Cardinals Marc Ouellet, Prefect of the Congregation for Bishops, Lorenzo Baldisseri, former Secretary of the same Congregation for Bishops, and Archbishop Ilson de Jesus Montanari, current Secretary of the same Congregation.",16704,17048,0,None,0
article782086447,80,They were all aware by reason of their office of the sanctions imposed by Pope Benedict on McCarrick.,17049,17150,0,None,0
article782086447,81,"Cardinals Leonardo Sandri, Fernando Filoni and Angelo Becciu, as Substitutes of the Secretariat of State, knew in every detail the situation regarding Cardinal McCarrick.",17151,17321,0,None,0
article782086447,82,Nor could Cardinals Giovanni Lajolo and Dominique Mamberti have failed to know.,17322,17401,0,None,0
article782086447,83,"As Secretaries for Relations with States, they participated several times a week in collegial meetings with the Secretary of State.",17402,17533,0,None,0
article782086447,84,"As far as the Roman Curia is concerned, for the moment I will stop here, even if the names of other prelates in the Vatican are well known, even some very close to Pope Francis, such as Cardinal Francesco Coccopalmerio and Archbishop Vincenzo Paglia, who belong to the homosexual current in favor of subverting Catholic doctrine on homosexuality, a current already denounced in 1986 by Cardinal Joseph Ratzinger, then-Prefect of the Congregation for the Doctrine of the Faith, in the Letter to the Bishops of the Catholic Church on the Pastoral Care of Homosexual Persons.",17534,18106,0,None,0
article782086447,85,"Cardinals Edwin Frederick O’Brien and Renato Raffaele Martino also belong to the same current, albeit with a different ideology.",18107,18235,0,None,0
article782086447,86,Others belonging to this current even reside at the Domus Sanctae Marthae.,18236,18310,0,None,0
article782086447,87,Now to the United States.,18311,18336,0,None,0
article782086447,88,"Obviously, the first to have been informed of the measures taken by Pope Benedict was McCarrick’s successor in Washington See, Cardinal Donald Wuerl, whose situation is now completely compromised by the recent revelations regarding his behavior as Bishop of Pittsburgh.",18337,18606,0,None,0
article782086447,89,"It is absolutely unthinkable that Nunzio Sambi, who was an extremely responsible person, loyal, direct and explicit in his way of being (a true son of Romagna) did not speak to him about it.",18607,18797,0,None,0
article782086447,90,"In any case, I myself brought up the subject with Cardinal Wuerl on several occasions, and I certainly didn’t need to go into detail because it was immediately clear to me that he was fully aware of it.",18798,19000,0,None,0
article782086447,91,"I also remember in particular the fact that I had to draw his attention to it, because I realized that in an archdiocesan publication, on the back cover in color, there was an announcement inviting young men who thought they had a vocation to the priesthood to a meeting with Cardinal McCarrick.",19001,19296,0,None,0
article782086447,92,"I immediately phoned Cardinal Wuerl, who expressed his surprise to me, telling me that he knew nothing about that announcement and that he would cancel it.",19297,19452,0,None,0
article782086447,93,"If, as he now continues to state, he knew nothing of the abuses committed by McCarrick and the measures taken by Pope Benedict, how can his answer be explained?",19453,19613,0,None,0
article782086447,94,"His recent statements that he knew nothing about it, even though at first he cunningly referred to compensation for the two victims, are absolutely laughable.",19614,19772,0,None,0
article782086447,95,"The Cardinal lies shamelessly and prevails upon his Chancellor, Monsignor Antonicelli, to lie as well.",19773,19875,0,None,0
article782086447,96,Cardinal Wuerl also clearly lied on another occasion.,19876,19929,0,None,0
article782086447,97,"Following a morally unacceptable event authorized by the academic authorities of Georgetown University, I brought it to the attention of its President, Dr. John DeGioia, sending him two subsequent letters.",19930,20135,0,None,0
article782086447,98,"Before forwarding them to the addressee, so as to handle things properly, I personally gave a copy of them to the Cardinal with an accompanying letter I had written.",20136,20301,0,None,0
article782086447,99,The Cardinal told me that he knew nothing about it.,20302,20353,0,None,0
article782086447,100,"However, he failed to acknowledge receipt of my two letters, contrary to what he customarily did.",20354,20451,0,None,0
article782086447,101,I subsequently learned that the event at Georgetown had taken place for seven years.,20452,20536,0,None,0
article782086447,102,But the Cardinal knew nothing about it!,20537,20576,0,None,0
article782086447,103,"Cardinal Wuerl, well aware of the continuous abuses committed by Cardinal McCarrick and the sanctions imposed on him by Pope Benedict, transgressing the Pope’s order, also allowed him to reside at a seminary in Washington D.C.",20577,20803,0,None,0
article782086447,104,"In doing so, he put other seminarians at risk.",20804,20850,0,None,0
article782086447,105,"Bishop Paul Bootkoski, emeritus of Metuchen, and Archbishop John Myers, emeritus of Newark, covered up the abuses committed by McCarrick in their respective dioceses and compensated two of his victims.",20851,21052,0,None,0
article782086447,106,They cannot deny it and they must be interrogated in order to reveal every circumstance and all responsibility regarding this matter.,21053,21186,1,General Persuasion,35
article782086447,107,"Cardinal Kevin Farrell, who was recently interviewed by the media, also said that he didn’t have the slightest idea about the abuses committed by McCarrick.",21187,21343,0,None,0
article782086447,108,"Given his tenure in Washington, Dallas and now Rome, I think no one can honestly believe him.",21344,21437,0,None,0
article782086447,109,I don’t know if he was ever asked if he knew about Maciel’s crimes.,21438,21505,0,None,0
article782086447,110,"If he were to deny this, would anybody believe him given that he occupied positions of responsibility as a member of the Legionaries of Christ?",21506,21649,0,None,0
article782086447,111,"Regarding Cardinal Sean O’Malley, I would simply say that his latest statements on the McCarrick case are disconcerting, and have totally obscured his transparency and credibility.",21650,21830,0,None,0
article782086447,112,"* * *
My conscience requires me also to reveal facts that I have experienced personally, concerning Pope Francis, that have a dramatic significance, which as Bishop, sharing the collegial responsibility of all the bishops for the universal Church, do not allow me to remain silent, and that I state here, ready to reaffirm them under oath by calling on God as my witness.",21831,22202,0,None,0
article782086447,113,"In the last months of his pontificate, Pope Benedict XVI had convened a meeting of all the apostolic nuncios in Rome, as Paul VI and St. John Paul II had done on several occasions.",22203,22383,0,None,0
article782086447,114,"The date set for the audience with the Pope was Friday, June 21, 2013.",22384,22454,0,None,0
article782086447,115,Pope Francis kept this commitment made by his predecessor.,22455,22513,0,None,0
article782086447,116,Of course I also came to Rome from Washington.,22514,22560,0,None,0
article782086447,117,"It was my first meeting with the new Pope elected only three months prior, after the resignation of Pope Benedict.",22561,22675,0,None,0
article782086447,118,"On the morning of Thursday, June 20, 2013, I went to the Domus Sanctae Marthae, to join my colleagues who were staying there.",22676,22801,0,None,0
article782086447,119,"As soon as I entered the hall I met Cardinal McCarrick, who wore the red-trimmed cassock.",22802,22891,0,None,0
article782086447,120,I greeted him respectfully as I had always done.,22892,22940,1,Exaggeration,40
article782086447,121,"He immediately said to me, in a tone somewhere between ambiguous and triumphant: “The Pope received me yesterday, tomorrow I am going to China.”
At the time I knew nothing of his long friendship with Cardinal Bergoglio and of the important part he had played in his recent election, as McCarrick himself would later reveal in a lecture at Villanova University and in an interview with the National Catholic Reporter.",22941,23357,0,None,0
article782086447,122,"Nor had I ever thought of the fact that he had participated in the preliminary meetings of the recent conclave, and of the role he had been able to have as a cardinal elector in the 2005 conclave.",23358,23554,0,None,0
article782086447,123,"Therefore I did not immediately grasp the meaning of the encrypted message that McCarrick had communicated to me, but that would become clear to me in the days immediately following.",23555,23737,0,None,0
article782086447,124,The next day the audience with Pope Francis took place.,23738,23793,0,None,0
article782086447,125,"After his address, which was partly read and partly delivered off the cuff, the Pope wished to greet all the nuncios one by one.",23794,23922,0,None,0
article782086447,126,"In single file, I remember that I was among the last.",23923,23976,0,None,0
article782086447,127,"When it was my turn, I just had time to say to him, “I am the Nuncio to the United States.” He immediately assailed me with a tone of reproach, using these words: “The Bishops in the United States must not be ideologized!",23977,24198,1,General Persuasion,35
article782086447,128,They must be shepherds!”Of course I was not in a position to ask for explanations about the meaning of his words and the aggressive way in which he had upbraided me.,24199,24364,1,General Persuasion,35
article782086447,129,"I had in my hand a book in Portuguese that Cardinal O’Malley had sent me for the Pope a few days earlier, telling me “so he could go over his Portuguese before going to Rio for World Youth Day.” I handed it to him immediately, and so freed myself from that extremely disconcerting and embarrassing situation.",24365,24673,0,None,0
article782086447,130,At the end of the audience the Pope announced: “Those of you who are still in Rome next Sunday are invited to concelebrate with me at the Domus Sanctae Marthae.” I naturally thought of staying on to clarify as soon as possible what the Pope intended to tell me.,24674,24935,0,None,0
article782086447,131,"On Sunday June 23, before the concelebration with the Pope, I asked Monsignor Ricca, who as the person in charge of the house helped us put on the vestments, if he could ask the Pope if he could receive me sometime in the following week.",24936,25173,0,None,0
article782086447,132,How could I have returned to Washington without having clarified what the Pope wanted of me?,25174,25266,0,None,0
article782086447,133,"At the end of Mass, while the Pope was greeting the few lay people present, Monsignor Fabian Pedacchio, his Argentine secretary, came to me and said: “The Pope told me to ask if you are free now!” Naturally, I replied that I was at the Pope’s disposal and that I thanked him for receiving me immediately.",25267,25571,0,None,0
article782086447,134,"The Pope took me to the first floor in his apartment and said: “We have 40 minutes before the Angelus.”
I began the conversation, asking the Pope what he intended to say to me with the words he had addressed to me when I greeted him the previous Friday.",25572,25825,0,None,0
article782086447,135,"And the Pope, in a very different, friendly, almost affectionate tone, said to me: “Yes, the Bishops in the United States must not be ideologized, they must not be right-wing like the Archbishop of Philadelphia, (the Pope did not give me the name of the Archbishop) they must be shepherds; and they must not be left-wing — and he added, raising both arms — and when I say left-wing I mean homosexual.” Of course, the logic of the correlation between being left-wing and being homosexual escaped me, but I added nothing else.",25826,26350,1,General Persuasion,35
article782086447,136,"Immediately after, the Pope asked me in a deceitful way: “What is Cardinal McCarrick like?” I answered him with complete frankness and, if you want, with great naiveté: “Holy Father, I don’t know if you know Cardinal McCarrick, but if you ask the Congregation for Bishops there is a dossier this thick about him.",26351,26663,0,None,0
article782086447,137,"He corrupted generations of seminarians and priests and Pope Benedict ordered him to withdraw to a life of prayer and penance.” The Pope did not make the slightest comment about those very grave words of mine and did not show any expression of surprise on his face, as if he had already known the matter for some time, and he immediately changed the subject.",26664,27022,1,"Loaded Language, Name Calling",65
article782086447,137,"He corrupted generations of seminarians and priests and Pope Benedict ordered him to withdraw to a life of prayer and penance.” The Pope did not make the slightest comment about those very grave words of mine and did not show any expression of surprise on his face, as if he had already known the matter for some time, and he immediately changed the subject.",26664,27022,1,"Loaded Language, Name Calling",65
article782086447,138,"But then, what was the Pope’s purpose in asking me that question: “What is Cardinal McCarrick like?” He clearly wanted to find out if I was an ally of McCarrick or not.",27023,27191,0,None,0
article782086447,139,"Back in Washington everything became very clear to me, thanks also to a new event that occurred only a few days after my meeting with Pope Francis.",27192,27339,0,None,0
article782086447,140,"When the new Bishop Mark Seitz took possession of the Diocese of El Paso on July 9, 2013, I sent the first Counsellor, Monsignor Jean-François Lantheaume, while I went to Dallas that same day for an international meeting on Bioethics.",27340,27574,0,None,0
article782086447,141,"When he got back, Monsignor Lantheaume told me that in El Paso he had met Cardinal McCarrick who, taking him aside, told him almost the same words that the Pope had said to me in Rome: “the Bishops in the United States must not be ideologized, they must not be right-wing, they must be shepherds….” I was astounded!",27575,27890,1,General Persuasion,35
article782086447,142,"It was therefore clear that the words of reproach that Pope Francis had addressed to me on June 21, 2013 had been put into his mouth the day before by Cardinal McCarrick.",27891,28061,0,None,0
article782086447,143,"Also the Pope’s mention “not like the Archbishop of Philadelphia” could be traced to McCarrick, because there had been a strong disagreement between the two of them about the admission to Communion of pro-abortion politicians.",28062,28288,0,None,0
article782086447,144,"In his communication to the bishops, McCarrick had manipulated a letter of then-Cardinal Ratzinger who prohibited giving them Communion.",28289,28425,0,None,0
article782086447,145,"Indeed, I also knew how certain Cardinals such as Mahony, Levada and Wuerl, were closely linked to McCarrick; they had opposed the most recent appointments made by Pope Benedict, for important posts such as Philadelphia, Baltimore, Denver and San Francisco.",28426,28683,0,None,0
article782086447,146,"Not happy with the trap he had set for me on June 23, 2013, when he asked me about McCarrick, only a few months later, in the audience he granted me on October 10, 2013, Pope Francis set a second one for me, this time concerning a second of his protégés, Cardinal Donald Wuerl.",28684,28961,0,None,0
article782086447,147,"He asked me: “What is Cardinal Wuerl like, is he good or bad?” I replied, “Holy Father, I will not tell you if he is good or bad, but I will tell you two facts.” They are the ones I have already mentioned above, which concern Wuerl’s pastoral carelessness regarding the aberrant deviations at Georgetown University and the invitation by the Archdiocese of Washington to young aspirants to the priesthood to a meeting with McCarrick!",28962,29394,0,None,0
article782086447,148,Once again the Pope did not show any reaction.,29395,29441,0,None,0
article782086447,149,"It was also clear that, from the time of Pope Francis’s election, McCarrick, now free from all constraints, had felt free to travel continuously, to give lectures and interviews.",29442,29620,0,None,0
article782086447,150,"In a team effort with Cardinal Rodriguez Maradiaga, he had become the kingmaker for appointments in the Curia and the United States, and the most listened to advisor in the Vatican for relations with the Obama administration.",29621,29846,0,None,0
article782086447,151,"This is how one explains that, as members of the Congregation for Bishops, the Pope replaced Cardinal Burke with Wuerl and immediately appointed Cupich right after he was made a cardinal.",29847,30034,0,None,0
article782086447,152,With these appointments the Nunciature in Washington was now out of the picture in the appointment of bishops.,30035,30145,0,None,0
article782086447,153,"In addition, he appointed the Brazilian Ilson de Jesus Montanari — the great friend of his private Argentine secretary Fabian Pedacchio — as Secretary of the same Congregation for Bishops and Secretary of the College of Cardinals, promoting him in one single leap from a simple official of that department to Archbishop Secretary.",30146,30476,0,None,0
article782086447,154,Something unprecedented for such an important position!,30477,30532,0,None,0
article782086447,155,"The appointments of Blase Cupich to Chicago and Joseph W. Tobin to Newark were orchestrated by McCarrick, Maradiaga and Wuerl, united by a wicked pact of abuses by the first, and at least of coverup of abuses by the other two.",30533,30759,0,None,0
article782086447,156,Their names were not among those presented by the Nunciature for Chicago and Newark.,30760,30844,0,None,0
article782086447,157,"Regarding Cupich, one cannot fail to note his ostentatious arrogance, and the insolence with which he denies the evidence that is now obvious to all: that 80% of the abuses found were committed against young adults by homosexuals who were in a relationship of authority over their victims.",30845,31134,0,None,0
article782086447,158,"During the speech he gave when he took possession of the Chicago See, at which I was present as a representative of the Pope, Cupich quipped that one certainly should not expect the new Archbishop to walk on water.",31135,31349,0,None,0
article782086447,159,"Perhaps it would be enough for him to be able to remain with his feet on the ground and not try to turn reality upside-down, blinded by his pro-gay ideology, as he stated in a recent interview with America Magazine.",31350,31565,0,None,0
article782086447,160,"Extolling his particular expertise in the matter, having been President of the Committee on Protection of Children and Young People of the USCCB, he asserted that the main problem in the crisis of sexual abuse by clergy is not homosexuality, and that affirming this is only a way of diverting attention from the real problem which is clericalism.",31566,31912,1,"Loaded Language, Fear Appeal",70
article782086447,161,"In support of this thesis, Cupich “oddly” made reference to the results of research carried out at the height of the sexual abuse of minors crisis in the early 2000s, while he “candidly” ignored that the results of that investigation were totally denied by the subsequent Independent Reports by the John Jay College of Criminal Justice in 2004 and 2011, which concluded that, in cases of sexual abuse, 81% of the victims were male.",31913,32344,1,"Loaded Language, Fear Appeal, Name Calling, Exaggeration",100
article782086447,162,"In fact, Father Hans Zollner, S.J., Vice-Rector of the Pontifical Gregorian University, President of the Centre for Child Protection, and Member of the Pontifical Commission for the Protection of Minors, recently told the newspaper La Stampa that “in most cases it is a question of homosexual abuse.”
The appointment of McElroy in San Diego was also orchestrated from above, with an encrypted peremptory order to me as Nuncio, by Cardinal Parolin: “Reserve the See of San Diego for McElroy.” McElroy was also well aware of McCarrick’s abuses, as can be seen from a letter sent to him by Richard Sipe on July 28, 2016.",32345,32962,0,None,0
article782086447,163,"These characters are closely associated with individuals belonging in particular to the deviated wing of the Society of Jesus, unfortunately today a majority, which had already been a cause of serious concern to Paul VI and subsequent pontiffs.",32963,33207,0,None,0
article782086447,164,"We need only consider Father Robert Drinan, S.J., who was elected four times to the House of Representatives, and was a staunch supporter of abortion; or Father Vincent O’Keefe, S.J., one of the principal promoters of The Land O’Lakes Statement of 1967, which seriously compromised the Catholic identity of universities and colleges in the United States.",33208,33562,0,None,0
article782086447,165,"It should be noted that McCarrick, then President of the Catholic University of Puerto Rico, also participated in that inauspicious undertaking which was so harmful to the formation of the consciences of American youth, closely associated as it was with the deviated wing of the Jesuits.",33563,33850,0,None,0
article782086447,166,"Father James Martin, S.J., acclaimed by the people mentioned above, in particular Cupich, Tobin, Farrell and McElroy, appointed Consultor of the Secretariat for Communications, well-known activist who promotes the LGBT agenda, chosen to corrupt the young people who will soon gather in Dublin for the World Meeting of Families, is nothing but a sad recent example of that deviated wing of the Society of Jesus.",33851,34261,1,"Loaded Language, Name Calling",65
article782086447,167,Pope Francis has repeatedly asked for total transparency in the Church and for bishops and faithful to act with parrhesia.,34262,34384,0,None,0
article782086447,168,The faithful throughout the world also demand this of him in an exemplary manner.,34385,34466,0,None,0
article782086447,169,"He must honestly state when he first learned about the crimes committed by McCarrick, who abused his authority with seminarians and priests.",34467,34607,1,General Persuasion,35
article782086447,170,"In any case, the Pope learned about it from me on June 23, 2013 and continued to cover for him.",34608,34703,0,None,0
article782086447,171,He did not take into account the sanctions that Pope Benedict had imposed on him and made him his trusted counselor along with Maradiaga.,34704,34841,0,None,0
article782086447,172,"The latter [Maradiaga] is so confident of the Pope’s protection that he can dismiss as “gossip” the heartfelt appeals of dozens of his seminarians, who found the courage to write to him after one of them tried to commit suicide over homosexual abuse in the seminary.",34842,35108,0,None,0
article782086447,173,"By now the faithful have well understood Maradiaga’s strategy: insult the victims to save himself, lie to the bitter end to cover up a chasm of abuses of power, of mismanagement in the administration of Church property, and of financial disasters even against close friends, as in the case of the Ambassador of Honduras Alejandro Valladares, former Dean of the Diplomatic Corps to the Holy See.",35109,35503,1,Loaded Language,45
article782086447,174,"In the case of the former Auxiliary Bishop Juan José Pineda, after the article published in the [Italian] weekly L’Espresso last February, Maradiaga stated in the newspaper Avvenire: “It was my auxiliary bishop Pineda who asked for the visitation, so as to ‘clear’ his name after being subjected to much slander.” Now, regarding Pineda the only thing that has been made public is that his resignation has simply been accepted, thus making any possible responsibility of his and Maradiaga vanish into nowhere.",35504,36012,0,None,0
article782086447,175,"In the name of the transparency so hailed by the Pope, the report that the Visitator, Argentine bishop Alcides Casaretto, delivered more than a year ago only and directly to the Pope, must be made public.",36013,36217,1,General Persuasion,35
article782086447,176,"Finally, the recent appointment as Substitute of Archbishop Edgar Peña Parra is also connected with Honduras, that is, with Maradiaga.",36218,36352,0,None,0
article782086447,177,From 2003 to 2007 Peña Parra worked as Counsellor at the Tegucigalpa Nunciature.,36353,36433,0,None,0
article782086447,178,As Delegate for Pontifical Representations I received worrisome information about him.,36434,36520,0,None,0
article782086447,179,"In Honduras, a scandal as huge as the one in Chile is about to be repeated.",36521,36596,0,None,0
article782086447,180,"The Pope defends his man, Cardinal Rodriguez Maradiaga, to the bitter end, as he had done in Chile with Bishop Juan de la Cruz Barros, whom he himself had appointed Bishop of Osorno against the advice of the Chilean Bishops.",36597,36821,0,None,0
article782086447,181,First he insulted the abuse victims.,36822,36858,0,None,0
article782086447,182,"Then, only when he was forced by the media, and a revolt by the Chilean victims and faithful, did he recognize his error and apologize, while stating that he had been misinformed, causing a disastrous situation for the Church in Chile, but continuing to protect the two Chilean Cardinals Errazuriz and Ezzati.",36859,37168,0,None,0
article782086447,183,"Even in the tragic affair of McCarrick, Pope Francis’s behavior was no different.",37169,37250,0,None,0
article782086447,184,"He knew from at least June 23, 2013 that McCarrick was a serial predator.",37251,37324,0,None,0
article782086447,185,"Although he knew that he was a corrupt man, he covered for him to the bitter end; indeed, he made McCarrick’s advice his own, which was certainly not inspired by sound intentions and for love of the Church.",37325,37531,1,"Loaded Language, Name Calling",65
article782086447,185,"Although he knew that he was a corrupt man, he covered for him to the bitter end; indeed, he made McCarrick’s advice his own, which was certainly not inspired by sound intentions and for love of the Church.",37325,37531,1,"Loaded Language, Name Calling",65
article782086447,186,"It was only when he was forced by the report of the abuse of a minor, again on the basis of media attention, that he took action [regarding McCarrick] to save his image in the media.",37532,37714,0,None,0
article782086447,187,"Now in the United States a chorus of voices is rising especially from the lay faithful, and has recently been joined by several bishops and priests, asking that all those who, by their silence, covered up McCarrick’s criminal behavior, or who used him to advance their career or promote their intentions, ambitions and power in the Church, should resign.",37715,38069,0,None,0
article782086447,188,But this will not be enough to heal the situation of extremely grave immoral behavior by the clergy: bishops and priests.,38070,38191,0,None,0
article782086447,189,A time of conversion and penance must be proclaimed.,38192,38244,1,General Persuasion,35
article782086447,190,The virtue of chastity must be recovered in the clergy and in seminaries.,38245,38318,1,General Persuasion,35
article782086447,191,Corruption in the misuse of the Church’s resources and of the offerings of the faithful must be fought against.,38319,38430,1,"Loaded Language, Name Calling",65
article782086447,192,The seriousness of homosexual behavior must be denounced.,38431,38488,1,General Persuasion,35
article782086447,193,"The homosexual networks present in the Church must be eradicated, as Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote.",38489,38661,1,General Persuasion,35
article782086447,194,"“The problem of clergy abuse,” she wrote, “cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",38662,38811,0,None,0
article782086447,195,"The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.",38812,39184,1,General Persuasion,35
article782086447,195,"The deeper problem lies in homosexual networks within the clergy which must be eradicated.” These homosexual networks, which are now widespread in many dioceses, seminaries, religious orders, etc., act under the concealment of secrecy and lies with the power of octopus tentacles, and strangle innocent victims and priestly vocations, and are strangling the entire Church.",38812,39184,1,General Persuasion,35
article782086447,196,"I implore everyone, especially Bishops, to speak up in order to defeat this conspiracy of silence that is so widespread, and to report the cases of abuse they know about to the media and civil authorities.",39185,39390,0,None,0
article782086447,197,Let us heed the most powerful message that St. John Paul II left us as an inheritance:Do not be afraid!,39391,39494,0,None,0
article782086447,198,Do not be afraid!,39495,39512,0,None,0
article782086447,199,"In his 2008 homily on the Feast of the Epiphany, Pope Benedict reminded us that the Father’s plan of salvation had been fully revealed and realized in the mystery of Christ’s death and resurrection, but it needs to be welcomed in human history, which is always a history of fidelity on God’s part and unfortunately also of infidelity on the part of us men.",39513,39869,1,Exaggeration,40
article782086447,200,"The Church, the depositary of the blessing of the New Covenant, signed in the blood of the Lamb, is holy but made up of sinners, as Saint Ambrose wrote: the Church is “immaculata ex maculatis,” she is holy and spotless even though, in her earthly journey, she is made up of men stained with sin.",39870,40165,0,None,0
article782086447,201,"I want to recall this indefectible truth of the Church’s holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.",40166,40583,0,None,0
article782086447,202,"At the Angelus on Sunday, August 12, 2018 Pope Francis said these words: “Everyone is guilty for the good he could have done and did not do ...",40584,40727,0,None,0
article782086447,203,"If we do not oppose evil, we tacitly feed it.",40728,40773,1,"Loaded Language, Name Calling",65
article782086447,203,"If we do not oppose evil, we tacitly feed it.",40728,40773,1,"Loaded Language, Name Calling",65
article782086447,204,"We need to intervene where evil is spreading; for evil spreads where daring Christians who oppose evil with good are lacking.” If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt.",40774,41180,1,"Loaded Language, Name Calling",65
article782086447,205,"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.",41181,41330,1,"Loaded Language, Name Calling",65
article782086447,205,"He followed the advice of someone he knew well to be a pervert, thus multiplying exponentially with his supreme authority the evil done by McCarrick.",41181,41330,1,"Loaded Language, Name Calling",65
